PuzzleId,SF_Material,SF_Positional,SF_Final_Eval
pC2fO,0.02,1.21,-1.49
PNdnE,0.58,1.21,2.23
qz1Dn,-0.09,-0.12,-0.26
BS5sH,-0.17,0.67,-0.6
uXwDG,0.44,0.66,-1.17
Pg8Vt,2.07,-0.85,1.36
Wp7UK,-0.12,0.22,-0.11
dp9oj,-0.05,0.05,0.0
O7FJh,0.9,-0.46,0.41
Jieef,0.51,1.45,2.37
97tA5,2.7,-1.58,1.75
zR6zE,-0.18,-0.76,1.19
hkRHK,2.5,1.93,-2.55
J7It6,,,
Uoa8N,-0.39,0.32,-0.06
k0Ipn,0.59,0.54,1.37
os0fR,-0.07,0.39,-0.41
xQukB,-1.03,1.26,0.34
SfjXl,0.35,-0.23,0.12
bDEFt,-0.22,1.42,-1.48
qZJkv,0.88,0.64,-1.85
KcmDe,3.17,-3.36,-0.37
pSi0i,1.36,0.89,-2.68
wLpBD,-0.65,0.84,-0.28
RByXz,0.51,-0.23,0.33
c97To,-1.13,0.35,-0.87
qD2t9,-0.06,0.29,0.29
dxmzh,,,
LFhBW,0.25,-0.29,-0.05
YWFJC,0.53,-0.17,0.36
RTQOB,0.25,0.27,0.6
VaHtz,1.82,0.42,-2.67
eaBgb,,,
6V1Du,,,
qFbow,,,
OwPT3,0.04,-0.17,0.16
MeKUb,-0.12,-0.36,-0.51
EGNAg,0.98,0.9,2.29
8JgZX,3.23,0.06,-2.16
CmXbx,2.61,-1.52,-1.72
RMLhB,-0.69,-0.92,-1.95
OFO2A,-0.25,0.62,0.48
9U0V7,-1.97,2.58,-0.81
MCMq6,-3.34,3.66,0.5
lsDUI,2.08,2.16,-4.78
bxPio,0.02,0.01,-0.03
ZQZpx,1.25,-1.37,-0.2
Wrwja,0.24,-0.78,0.69
uGLHu,0.73,0.09,-0.93
Zg2W7,3.46,-2.25,-1.16
vuS0y,0.63,1.95,-2.76
Emiqp,2.63,-3.4,0.94
MPbfX,,,
BEvLH,0.17,2.44,3.04
dqaOY,2.51,-1.01,-1.61
vw0pC,-1.48,0.92,-0.54
YTxcC,1.13,1.41,-2.95
bGOr8,0.1,1.46,-1.94
aKcss,2.97,0.26,2.93
sFrUd,-0.52,1.0,-0.53
JNNA6,-1.01,0.95,-0.02
fXZT3,1.09,0.09,1.37
gr1Fw,0.02,-0.44,0.52
H2Mct,0.16,-0.82,-0.82
g0514,2.12,0.76,-3.27
ZSMns,-0.33,1.05,0.89
AzoNl,-0.95,1.7,-0.91
x9IMr,1.74,-1.16,0.57
o4qDm,-0.01,0.41,0.51
3n4Kq,0.68,-0.14,-0.63
OhhpG,0.59,1.16,-2.12
40UGs,0.1,-0.66,0.62
7nUmQ,1.23,0.76,2.34
PIMFO,0.13,0.3,0.54
lAIvW,0.29,-0.17,0.11
X2mKx,1.0,0.83,2.24
0SEji,0.43,0.68,-1.31
9wFfc,-3.06,1.76,1.42
7MQa0,-0.43,0.35,0.06
DWCpR,0.55,-0.44,-0.11
90yll,0.87,0.31,1.4
kGtxn,0.13,1.63,2.12
C8pHu,2.61,1.01,3.88
7kWrR,-0.03,-0.57,-0.77
JyZL0,-0.73,-1.44,2.54
gIEhV,-0.58,0.0,-0.69
d1sfl,0.72,-1.93,-1.49
k1q6r,0.64,1.38,2.3
n2f3T,-1.42,-0.94,2.4
y4kLN,0.82,-1.18,0.48
7NvEo,,,
Fhymj,1.42,-0.01,-1.58
35Tc3,1.33,1.26,-2.74
PUm1v,-0.07,-0.27,0.45
Nl7zS,-0.32,0.9,0.74
0j6Ld,0.93,1.93,-3.49
yzDSU,0.21,-0.3,-0.13
3Uyh9,,,
bkSK7,,,
S4ty2,2.2,1.35,4.15
9XLLX,-0.1,0.1,0.0
Wsu72,0.36,0.39,0.95
jPjwo,0.37,0.42,0.97
c8S8q,-0.36,0.3,0.06
ZzYQP,0.36,1.21,-1.62
3M6M5,0.71,0.8,1.96
tNf7t,1.48,1.5,-3.69
FIA4o,4.2,1.06,4.22
frH1u,1.54,0.09,1.69
wfx1f,-0.08,0.73,-0.83
CDL7M,0.07,-0.01,-0.07
beGSo,-0.36,-0.62,1.18
yolNr,,,
6Gz1S,-0.4,-0.21,-0.66
JxVar,-0.52,0.42,-0.1
gFBiJ,,,
u9vtV,0.2,-0.07,0.14
SIppJ,0.63,-1.14,-0.64
MPSqY,2.24,0.55,3.16
72QP2,1.73,1.06,3.41
74KIM,-0.61,-0.68,-1.57
P74Ka,4.1,2.27,4.49
fr630,0.55,-1.17,-0.72
qJVzy,0.7,-0.79,0.15
j14Pk,0.29,-0.83,-0.71
JkpsP,-0.67,1.45,0.97
E59Cv,0.6,-0.51,-0.08
UjUjx,-0.85,0.22,0.68
tZ2gx,-2.09,0.41,1.88
APyzz,2.08,-1.46,-0.63
ijoxF,-0.99,0.2,0.98
7Y9J7,-0.11,0.17,-0.07
sMf2F,1.02,1.04,-2.45
dNsox,1.26,-0.68,-0.66
sAhpn,0.41,-0.2,-0.24
fkky6,0.86,0.26,1.33
swDRj,2.68,-2.19,-0.39
s7NUs,1.01,0.07,1.21
aVUwm,0.1,-0.04,-0.05
XYYNF,0.06,1.79,1.89
x70NZ,0.69,0.07,-0.82
fS7JP,1.62,-1.49,-0.05
5dYF2,-0.33,0.18,-0.17
McfK1,-0.24,1.03,-0.92
vGY91,-0.9,0.71,0.18
TU3gg,-2.26,1.25,-0.97
D2g7M,-0.14,0.07,0.07
jy7Jn,1.24,1.94,3.71
aT09c,0.26,-0.25,-0.01
gU5Ie,-1.67,-3.28,-6.01
Y74Rp,0.02,0.09,0.13
vl1QL,-0.61,-0.49,-1.39
Ag50m,0.07,0.34,-0.54
korxi,0.04,-0.71,-0.79
HvOit,-0.66,-0.79,1.91
Go56U,0.48,-2.31,-2.25
T3M5P,0.64,-0.92,-0.33
zh4KN,-0.33,0.08,-0.31
W2j4p,0.08,-0.06,0.02
3DdhY,,,
MS4vl,-1.24,0.27,-1.11
Neapu,0.17,0.02,-0.23
wQCjs,-0.06,-0.34,0.45
v9efu,-0.08,3.08,-2.95
oq0Nu,0.38,0.59,-1.16
5eyT4,0.65,-0.74,0.11
7WRBD,-0.08,0.18,-0.13
BWNXX,-0.19,1.34,1.42
uaOVp,-0.46,-0.58,1.32
xxrBl,,,
J8XLh,1.86,0.96,3.18
Svpo0,0.23,-0.33,-0.13
wbTMq,,,
zIJxF,-0.4,1.39,-1.22
WfAbn,-1.15,1.5,-0.41
FAMUz,,,
ytp3K,,,
XFZZz,-0.11,0.59,0.59
gd3Kd,-0.65,0.02,0.76
14TcK,,,
tMy99,0.43,1.12,1.82
SI8RS,0.19,1.1,-1.49
iAT2B,0.17,0.46,0.72
AYgDd,,,
TeLcq,1.67,-2.03,-0.51
k0nx0,-1.9,0.97,-0.97
utvEW,3.46,-2.22,-1.22
2jjau,,,
b7KLg,-0.65,-0.16,-0.99
oEbpY,0.17,0.97,-1.36
EKJM6,0.61,-0.21,-0.4
zqpNe,1.2,0.9,-2.4
oj5p1,0.72,1.12,2.31
iuV3w,5.84,-1.01,-4.78
EYD1L,0.63,-1.01,-0.46
LDBDL,-2.13,2.22,0.21
kAhI5,0.61,0.17,0.78
qPwa5,-2.0,0.11,-2.12
QqqgO,0.67,0.44,1.22
v8I0k,0.37,0.2,0.6
AFFKJ,0.32,1.52,2.13
qc4T5,0.86,0.64,-1.74
M0gVU,-0.22,0.3,0.11
QL7s0,0.13,-2.11,-2.41
jBKY0,0.34,-0.06,-0.3
5jahc,0.09,-0.36,0.34
pYLEi,0.28,0.4,0.82
d4dYP,0.23,0.65,1.13
UTmMf,0.35,0.58,-1.1
x2vwR,0.4,0.01,0.45
MiOdN,2.16,2.04,-4.88
w6n6H,-0.03,0.31,0.36
IJxpn,,,
VEZ68,0.92,0.6,-1.67
7maYh,1.71,0.52,2.53
XN94P,0.64,-0.16,-0.58
1d46b,0.9,1.14,-2.53
5Bsm5,,,
zA6eK,0.88,0.21,1.3
t0TIP,1.25,-1.46,0.31
gVqHB,1.17,0.09,-1.18
Al5Rb,-0.16,-0.44,-0.76
6T1rC,-0.23,0.45,0.26
K4OKv,0.01,-0.04,-0.03
ThNnr,1.52,0.59,-2.47
Zqg3r,0.46,3.0,3.46
N5ws8,1.83,1.04,3.39
81q1Z,1.47,1.5,-3.32
jMYrw,0.42,0.33,0.91
ObAXt,,,
DJ0D1,0.16,1.0,-1.29
Hbic9,0.88,0.44,-1.36
Ddvwp,0.7,-0.83,0.17
ddn0M,,,
1nUo8,-0.36,-0.35,0.78
swpl2,-1.1,1.78,-0.89
zkZl3,0.77,0.64,1.75
uxBwW,6.05,-2.66,4.12
Icel7,0.49,1.02,-1.75
9HU3w,-0.05,0.15,0.12
LaNyM,0.67,0.84,1.57
V0ZT4,-0.01,0.25,-0.27
fBMfB,,,
9nstG,0.58,-1.75,1.37
o81Cn,1.32,0.15,-1.62
bKhYb,,,
786JV,-0.35,-0.55,0.96
CQR6Y,1.72,-0.47,-1.4
K34D9,3.26,-1.02,-1.41
qSx1M,-0.05,-0.24,0.36
VvN5g,0.29,0.5,0.88
pjTJQ,0.14,-0.48,0.35
u8Mai,0.06,-0.19,0.14
G27bv,1.53,-0.31,-1.4
J3XD9,0.61,0.87,-1.66
GnoET,0.14,-0.07,0.07
oBwd1,-0.16,0.51,0.45
AFDRM,-0.35,-0.41,-0.81
MA47C,-0.26,0.08,0.18
T8vxR,0.72,1.3,2.52
rcpYF,-1.39,0.97,0.43
fIQaG,0.39,-1.01,-0.8
tRwza,-0.23,0.25,-0.03
0lymZ,0.83,-0.35,-0.55
ExKnO,0.25,-0.87,0.71
AsvXS,0.11,0.07,0.2
AKb1r,,,
K4w5J,0.62,-0.06,0.64
w2J0m,,,
M35Uk,,,
7KRxL,-0.08,-0.48,-0.62
ui8CN,-2.43,1.04,-1.38
bnuh2,,,
RRzoI,-1.33,1.15,-0.12
AxBlY,0.36,-0.7,0.37
MNsHI,,,
SF9m7,-0.05,-0.11,-0.2
mJtZg,0.54,0.05,-0.71
WcfRd,1.05,-0.95,-0.05
iLHAE,-0.25,0.92,-0.84
cRElV,-0.1,-0.04,0.14
FM2sb,0.48,-0.2,0.31
HJccY,0.12,0.77,-1.09
Zwt3i,-0.17,0.28,-0.15
sJ8MP,-0.44,0.08,-0.45
djWHE,0.32,0.27,0.64
PFLz4,0.4,-0.48,-0.12
eVFb6,-0.26,1.06,-0.97
lcVSw,-0.04,-0.14,0.22
zjQrI,-0.33,-1.39,2.1
jprgU,0.16,-0.61,-0.6
Z71Ry,,,
ldRK8,-0.16,-0.09,-0.3
hDPqz,-0.16,0.79,-0.8
Sn8nc,2.26,-0.14,-1.39
hRHm1,-0.04,0.0,-0.03
I4iDJ,1.86,0.92,-3.18
sqxHV,1.29,2.16,4.1
pSk1x,0.95,0.03,1.17
4wBAD,1.43,1.32,3.09
Ej87s,-0.17,-0.43,0.74
VWMej,0.2,0.74,1.2
Ws72q,0.11,-0.42,0.38
QaJJA,0.95,2.47,-3.83
ExPGm,2.42,1.62,4.43
Nb3TX,-0.08,-0.2,0.37
lhq3n,-0.54,-0.2,0.75
ZssM9,1.37,1.29,2.93
Jv8K1,-0.1,0.1,0.0
FOr1b,-1.31,-0.83,2.65
OguCw,,,
GO1Vj,-0.49,-0.03,0.65
wPGXa,-0.08,-0.14,0.24
YfhTN,-0.1,-0.38,-0.5
E20dn,0.3,0.06,-0.46
NjGJd,,,
4TKsc,0.55,0.48,-1.25
zpkIP,1.04,0.41,1.76
cQw74,2.48,1.13,-4.22
YYOgz,0.02,-0.59,-0.68
Jbp9O,1.03,-0.54,-0.55
xubU7,1.42,-0.17,-1.47
u7GHv,0.7,0.12,-0.98
Z2eC8,1.86,0.63,2.77
ZFRh0,,,
pnC14,2.45,0.74,-2.79
QmXru,1.18,0.62,2.05
U19Xp,0.17,1.12,1.61
MTzTE,0.08,-0.03,-0.05
rOsZz,0.86,0.59,-1.52
tz4ts,1.56,-0.18,-1.64
7gcXZ,0.34,-0.74,-0.51
PaQ1o,,,
KkQrG,0.06,-0.08,0.02
Ivalh,-0.32,0.27,-0.05
ptDeE,-0.03,0.84,1.01
AEGXO,0.97,3.03,4.55
mFXeX,1.32,0.68,2.12
keCvl,,,
Slpic,0.6,0.35,1.09
gF1Ps,-0.04,-0.2,-0.31
tzU74,0.8,0.53,1.55
en4YZ,1.99,-0.96,-1.04
sb9fs,0.89,0.35,-1.54
cPH7j,0.82,0.19,1.17
QGmmI,0.39,-0.11,0.31
5jbPI,0.78,0.68,1.85
Ht5VF,-0.76,-0.49,-1.58
2zVSA,0.57,0.33,-1.08
7Kwlc,0.25,-0.51,-0.3
BcanI,0.48,0.89,1.72
XA2bM,0.05,-0.07,0.02
waw3v,1.26,0.33,-1.94
c6NWd,1.21,-0.72,0.52
tKFwZ,-0.79,2.4,-1.93
LI9V4,-0.21,0.29,-0.1
P1elt,-0.32,1.33,1.23
QFEGp,-0.18,-0.54,-0.9
kqctm,0.01,-0.51,0.61
qtDdo,1.5,0.94,2.83
0EfqW,2.04,-1.31,0.7
Qh8Kb,-0.18,0.14,0.04
FCf8q,1.15,1.25,2.97
DXAIC,0.16,0.73,1.1
MeBb5,0.02,0.33,0.48
7D44W,,,
l8H4u,-0.31,0.01,0.36
q8otX,-0.34,1.07,-0.96
tswOs,0.11,-0.11,0.0
SK2eL,-0.08,-0.14,0.27
HQbJg,2.12,-2.95,0.99
CLAfj,0.5,0.65,-1.34
KyRXz,-0.42,0.51,0.13
lnk7V,-0.06,0.14,-0.09
yDT8h,0.81,-0.47,0.31
fSdGV,-0.08,-0.83,1.02
0NBTP,1.06,0.38,1.7
SVCHn,-0.04,-0.97,-1.18
3DrwT,-0.64,0.45,0.17
YlgdK,0.28,-0.83,-0.6
vFz0X,0.07,-0.49,0.48
WhM15,2.18,-3.22,1.29
K89eG,0.46,1.39,-2.16
uMrb8,-0.31,0.46,0.19
kiHdQ,1.65,-1.26,0.36
jqoE8,0.76,0.73,1.77
S7gKI,0.15,-0.28,0.14
tlrBS,0.68,0.13,-0.98
B14Nl,1.1,-0.65,0.43
ILpcN,,,
EHYz7,0.53,-0.93,-0.47
HGpGz,0.76,0.77,-1.89
6wt1A,-0.19,0.35,0.22
6Nrst,1.61,1.05,2.85
QZEsL,1.13,1.13,-2.54
HDPS9,0.69,0.87,1.85
CG9Th,0.9,-0.84,0.02
RiZQ9,-0.25,-1.06,-1.61
SCQj0,-0.66,0.35,-0.36
VJczg,-1.49,2.38,-1.07
86UDs,-0.23,0.11,-0.11
TsGML,0.01,1.42,1.78
hKS8F,-1.07,0.77,0.31
uw8pK,-1.34,-0.46,2.02
PS3ys,0.75,-0.4,-0.39
0Sdhh,-0.16,0.11,-0.04
id7AJ,1.08,0.36,1.68
rp4Ps,0.3,1.4,-1.97
kFUlS,0.32,0.41,0.9
Z1wyT,,,
MvPXA,-0.25,-0.42,0.79
bzwIy,2.65,-2.47,1.36
V8ohN,0.05,0.63,0.83
4lziU,-1.1,-0.44,1.95
5PzlE,-0.18,0.1,0.08
1y47J,0.24,-0.23,0.0
pLnmL,,,
2vsoT,0.82,0.41,1.47
8wmQM,0.41,0.15,0.61
RRqOT,0.73,-0.28,-0.53
YOyjI,0.08,0.2,0.36
RPrnN,1.05,1.43,3.03
Be8Jn,,,
1lI10,0.41,1.8,2.76
8kcSC,-0.45,-0.42,-1.09
Iindh,-0.35,0.34,-0.01
HCPCO,1.7,-0.76,-1.06
T4YEa,1.14,1.2,-2.95
3JLHl,-0.03,-0.94,1.25
Qtqeh,0.2,1.9,2.65
3zDsF,,,
PdmBy,1.07,-0.23,-0.88
kBmCZ,0.55,0.02,0.73
6vGze,,,
oCv5e,0.06,0.16,0.28
A0iZl,0.65,-0.14,0.5
HK091,1.4,0.43,-2.05
LEpli,0.64,0.11,-0.88
3wFdl,0.84,0.38,-1.32
Pc8hJ,,,
wWOZe,-1.78,-0.36,-2.63
10ojF,0.18,0.74,-1.03
lNOVF,0.46,-0.42,0.01
T6OX2,,,
nm5yd,0.46,0.77,-1.42
pjXGs,0.39,0.98,-1.65
bw1h6,-0.15,0.29,0.17
ctctm,0.01,0.36,0.46
PY87E,2.27,0.92,-3.93
X3508,-3.47,-0.62,5.01
u9qoG,0.74,1.66,-2.6
32mWF,-0.56,0.19,-0.41
Ecpow,-0.04,-0.11,0.19
sTPyU,0.12,0.04,0.18
b4Uef,0.0,1.57,1.82
4Upsg,-0.79,-1.42,2.85
FoHra,-0.23,0.19,-0.03
a2ylO,0.6,0.83,-1.67
TVoYT,2.58,-2.62,0.83
ZVcXE,4.97,0.0,-3.93
GqMAW,3.79,0.4,-4.56
hOHvz,-0.82,0.84,0.07
Oxhig,0.09,-0.31,-0.27
ho99k,0.63,1.25,-2.44
JgLVm,-0.37,0.36,0.01
K5Qd4,-0.16,1.36,1.25
rac7P,-0.31,0.37,-0.08
bwasl,,,
801R7,0.16,-0.49,0.41
NyDiw,-0.25,-0.1,0.44
JTJ3J,1.86,1.45,-3.77
aW0xN,1.14,-0.19,1.02
aQYOf,0.89,-0.25,-0.75
mQHuB,,,
QHhr1,0.61,0.25,1.07
Megre,2.3,-0.51,-2.03
sEsYu,0.15,0.07,0.28
lWWQK,0.38,-0.05,0.4
5DRes,1.08,-0.52,0.65
YmhuM,-0.13,0.16,0.04
PWd4t,0.87,-0.58,0.3
vhfpl,-0.27,0.02,-0.31
IVfh8,1.07,-0.54,0.53
bN9Ss,-0.39,0.32,0.05
ZU46F,-0.05,-0.33,0.42
Ko3ux,6.12,-4.37,1.12
boKyA,3.56,-2.35,-1.17
1WOV7,,,
FMa9M,,,
MVe3I,-0.04,-0.6,0.82
NbXd7,-3.44,5.06,-1.78
zUvRx,0.2,-0.5,-0.4
XBVtk,1.48,2.21,4.27
z16Mk,0.54,-1.37,1.07
C7er6,-1.01,0.19,-0.96
DAqc3,-0.49,-2.07,3.01
9ObSg,-0.36,-0.73,1.33
mt5Ou,2.18,2.08,-4.5
zLeRd,0.66,0.41,1.12
HyiFL,0.39,0.15,-0.66
PWRCN,0.1,-0.14,-0.06
CzH0M,0.72,-3.17,-2.83
Ifgqj,0.38,0.46,1.06
8Tvmj,0.02,-0.58,0.7
ZRX7W,0.32,-0.97,-0.8
7A4d8,1.1,2.78,4.73
88c96,,,
qTKYF,0.8,-0.91,0.18
kooyx,0.61,1.58,2.67
27tpJ,0.24,0.48,0.88
hfOMq,,,
YIlSD,0.18,-0.12,0.05
XIxWe,0.16,-0.13,-0.02
8pUmG,0.5,-0.08,-0.52
cX3lu,0.77,-0.35,0.44
SKzCS,,,
abwrn,0.41,1.17,-1.96
AeBJV,1.12,-0.98,-0.12
0jdHs,,,
OedXE,0.03,-0.08,0.05
5BIwf,,,
9vwdx,,,
cRq0F,0.36,1.02,1.67
cnat4,-5.3,3.83,2.89
j5R5d,,,
OOFLF,1.03,0.85,2.23
aaSaI,0.86,0.68,-1.88
HdZzi,-0.48,0.24,-0.22
zjojY,,,
O33Qi,-0.41,-0.43,1.09
rmQeP,2.15,-0.84,-1.66
t6hOz,-2.08,0.1,-2.39
qcbGh,0.78,1.4,-2.49
NNlxa,-0.16,0.1,-0.06
uchkr,1.69,1.43,3.86
wr51w,0.02,-0.85,-0.86
0UjXJ,0.87,0.52,-1.68
SU0wO,,,
GlLsm,1.33,-0.47,0.99
ff90M,-1.71,0.51,1.35
PkYeY,-0.25,1.02,-0.95
1pUP2,,,
oST7w,0.57,0.31,1.1
x2kAl,0.7,0.35,1.26
uENtW,0.27,-0.27,0.01
5rpd0,2.22,-0.23,-1.79
KFaNf,1.56,-0.08,-1.58
LIJ8X,,,
TMyoR,0.75,1.14,2.27
htGGC,0.3,0.33,-0.74
qH0vt,-0.29,0.61,0.41
UxmBW,0.63,0.6,1.42
Ei0zH,0.23,0.35,-0.72
GCIKz,,,
NEcSa,,,
SS5DU,3.73,0.57,-2.77
G0E8e,2.42,-0.72,-1.83
Ao0eL,0.86,1.53,2.87
M7Uhb,0.19,0.84,-1.28
50yJo,-0.08,-0.27,-0.37
QsIsl,0.05,0.0,0.06
umQHm,0.98,1.46,-3.02
r2am6,0.4,0.44,0.93
Z7aAC,-0.15,0.03,0.12
eLYQt,-0.14,-0.53,0.72
GfCJk,1.49,1.44,-3.27
lWO0E,-0.63,1.09,0.59
F8ZR3,0.68,1.04,1.98
PDYkx,0.08,-0.22,0.17
fEknM,-0.1,1.01,1.09
56hW1,-0.38,1.92,1.94
FeSmL,-0.07,1.55,-1.82
nBv8M,0.14,-0.37,0.26
Ascjj,1.43,-3.04,1.62
O14si,-0.7,-1.04,1.81
XCXJ2,,,
yAp73,2.01,-1.01,0.99
2FfNI,2.02,-2.99,-1.01
QXCV4,1.13,-1.54,0.53
luBkA,0.1,-0.26,-0.19
qG9T8,-0.23,-0.06,-0.37
dqmiX,0.2,-0.24,-0.06
p2Zyy,1.39,0.37,-1.9
r1rCT,-0.11,0.46,0.42
TVPfo,-0.41,-0.09,0.56
7DOzR,0.59,0.96,-1.95
jfzzn,0.29,0.54,0.88
jsWdg,-1.3,0.5,0.87
fxTj2,1.87,-2.03,0.29
ZW9cU,0.83,0.85,1.88
4X4AI,,,
rRiQw,0.43,-0.25,0.18
q7mXe,,,
qcbk4,0.35,-1.08,0.88
N4sGt,1.8,0.76,-2.98
5AMtj,2.47,2.43,3.95
qwl65,-0.46,-0.26,0.88
TnTSk,0.15,0.77,-1.1
VICqF,,,
q2dwe,-5.36,4.03,-3.0
MWNHH,0.46,0.64,-1.35
o5KxV,-1.74,-2.43,4.99
qZkHp,-0.31,-0.26,-0.61
HtEI5,0.7,0.9,1.84
mY1a3,,,
9haa6,1.81,-0.91,0.95
JkO8m,-0.52,0.38,0.13
FMuAs,2.1,-0.08,2.18
gVMzI,1.36,0.42,1.86
63wT5,-1.2,0.16,-1.22
rh102,0.31,0.02,-0.41
OAbAb,-0.03,0.42,0.43
iZNaq,0.49,-0.16,-0.33
5o3Px,0.49,-0.29,0.2
qY7fW,4.12,-3.19,0.77
PvWpi,0.29,-0.26,-0.02
Lo3L2,2.3,0.15,-2.7
gxbyH,0.5,0.35,0.96
GMR18,-0.55,0.51,0.01
nJGNy,0.95,0.3,-1.49
mbewG,0.37,1.43,-1.94
tAgni,1.54,0.41,2.1
stpBK,-1.39,-0.06,-1.73
uiynG,0.74,1.97,-2.82
h1YWJ,2.31,-0.98,-1.42
ImtLl,0.61,-0.97,-0.4
t5amm,-0.22,0.42,-0.26
KNyuQ,-0.28,0.87,-0.75
VkNKm,-0.35,0.2,0.18
mLVgB,-0.73,0.08,0.81
q0P3V,0.11,0.47,0.69
JCcOj,-0.09,-0.03,0.13
llhd3,-0.07,0.11,0.05
SmGPv,,,
hiewG,,,
uRVul,0.04,1.92,2.29
ELnCg,0.08,0.04,-0.15
gNk24,0.09,-0.05,-0.04
qm5dm,-1.29,1.47,0.29
ks7I6,1.78,-0.83,0.96
CX9Hm,2.95,-3.18,0.4
wLuno,1.8,-0.54,1.25
5g6F2,-0.13,0.5,-0.42
Ir2zs,0.06,-0.52,0.55
GEXsp,0.61,-2.03,1.7
lwY0m,-2.09,1.45,0.58
6AUhQ,0.33,0.41,0.91
CPJ5v,0.12,-1.01,1.15
ivzZ7,0.18,0.13,0.41
Wapug,-0.09,-0.97,1.32
fs35H,1.87,0.99,-3.42
e5Gc5,1.59,1.51,3.57
J4CgH,0.33,-0.42,0.13
w0nYH,1.59,-0.27,-1.4
DcNGU,,,
F0GaR,1.18,-0.29,-0.99
mBnGa,0.02,0.69,0.77
38Ear,4.25,-1.34,-4.12
WP2dB,1.05,-1.42,0.53
UpDUz,0.97,1.74,3.17
hg7W0,0.05,-0.74,-0.89
g5lg8,-0.04,-0.66,-0.84
GrHrZ,-0.01,-0.08,0.09
cUqK4,0.53,0.47,-1.26
YaKEf,1.33,0.41,2.0
cqTo1,0.95,-0.65,0.3
TNjGX,0.08,0.2,0.31
BdHeo,0.24,0.36,-0.78
ILPcg,0.91,0.59,1.77
6kpAX,1.27,0.41,-2.03
f3pzQ,0.21,1.02,1.57
SRJxD,1.17,-2.71,1.86
22dsC,-0.26,0.21,-0.05
9y4od,0.56,-0.05,0.52
7BPzD,0.89,-1.43,-0.59
vUq4u,0.13,-0.25,-0.15
jFkmi,3.47,0.18,4.58
qGYdd,-2.74,-0.56,-3.77
GDjPo,1.88,-1.06,0.79
MDOJz,0.03,0.22,-0.33
lelaq,0.74,1.07,2.12
raC4u,-0.16,-0.25,-0.47
E34Vg,0.61,0.55,-1.43
m9dTh,-0.43,0.2,-0.26
u1i10,,,
tS2mX,1.99,0.36,2.72
ZkKlX,0.41,-0.4,0.0
8zVQo,0.52,-0.46,-0.04
TGWBK,-0.1,0.03,-0.08
iKLRr,1.77,-1.56,-0.15
VZpwl,0.28,-0.13,0.15
UKCNh,-0.41,1.0,0.79
3RDFr,-1.48,1.26,0.17
k9gIn,0.17,-0.62,-0.54
dXcPK,0.65,0.12,0.85
KhF5d,-0.62,-0.8,1.62
Qg2Od,0.23,0.96,-1.36
ClxP2,,,
QjuYI,,,
QJxf0,0.16,-0.18,0.03
j68L3,0.28,1.25,-1.87
Yt5Sq,4.24,-1.17,-1.3
Mk8CT,-0.03,-0.09,-0.13
V2bRm,0.34,-0.31,-0.02
VD7US,-0.31,0.35,-0.07
bVnVa,0.51,-1.71,1.48
Ai9mW,0.24,0.13,-0.43
dnqS5,1.81,-0.19,1.68
fncTh,-0.22,0.53,-0.4
B7wvN,1.46,-1.31,-0.09
QeZKW,0.72,0.38,1.29
Gfi7R,,,
qQ0H5,0.82,2.05,3.53
O8ZOT,,,
FXg2x,0.13,-0.35,0.28
o5Urz,0.52,0.13,-0.76
0IwYq,,,
ZZH3P,1.09,-1.07,-0.04
D2a5h,1.27,0.26,-1.7
R1XbI,0.32,-0.63,0.35
9SXyP,-0.59,2.12,-1.82
JNB3m,0.52,-0.05,0.55
aGeC3,-0.61,-0.73,-1.66
idLMX,-0.25,0.29,0.04
bDrcD,1.93,-0.47,1.57
E4DvZ,,,
mtU0N,1.26,1.68,-3.57
twdaN,,,
xQiSB,-0.08,0.11,-0.04
9GXRr,0.61,1.12,1.94
8WvOd,1.04,-0.92,0.08
qssLg,,,
XHq2C,-0.79,-0.81,2.08
zVSHB,0.01,-0.85,1.04
p62FI,0.03,-0.02,0.0
gyoTa,-0.55,-0.77,-1.38
dOBIF,-0.1,0.36,0.3
7uutp,2.22,0.28,-2.38
T9z4s,-0.25,-0.44,-0.86
lvKss,0.02,-0.54,-0.53
bsz0Z,0.0,-0.35,0.44
8YCVH,-0.38,-0.24,0.77
laU3o,1.36,0.32,-2.06
KUhLx,,,
oyrWL,-0.39,0.46,0.1
dA6Sc,-0.15,0.21,0.08
aCDYi,0.29,-0.2,0.08
CePMX,-0.6,-0.66,-1.4
ghTtX,0.75,0.54,-1.59
OpSUZ,-1.27,-0.74,2.39
saQlV,0.11,0.09,0.26
8996F,0.04,-0.36,-0.42
tKIEK,,,
1VW9Y,-0.3,-0.06,0.44
XWWLb,,,
eUpjL,,,
oVP1v,0.17,-0.27,-0.12
8qEgO,,,
6GEBK,-0.17,1.26,1.2
x20KY,2.06,0.0,2.26
ZjZUC,,,
76GZd,2.01,-0.67,-1.42
0BHBN,1.4,0.64,2.49
KGUgk,2.48,0.3,3.23
MZtNO,0.78,0.55,1.49
OfU3s,-0.4,-0.15,0.68
GRakq,0.08,-0.1,0.02
2MFW9,2.65,1.62,5.91
si1rp,-1.46,0.54,-1.0
ZSfDG,1.12,1.7,3.1
MT5na,0.69,-0.78,0.13
nQ2JZ,0.01,0.52,0.57
mclKV,0.82,-0.31,-0.58
XUYyT,,,
kJeqJ,3.01,0.21,2.98
aDzu6,1.08,1.2,2.49
